datetime,open,high,low,close,volume,dividends,stock splits
2025-08-27 00:00:00+00:00,111798.0,111798.0,111672.8125,111672.8125,0,0.0,0.0
2025-08-27 00:05:00+00:00,111670.4453125,111691.5703125,111669.7265625,111669.7265625,0,0.0,0.0
2025-08-27 00:10:00+00:00,111707.9296875,111761.859375,111707.9296875,111761.859375,702889984,0.0,0.0
2025-08-27 00:15:00+00:00,111736.7109375,111736.7109375,111685.0546875,111707.96875,0,0.0,0.0
2025-08-27 00:20:00+00:00,111706.4765625,111737.6953125,111706.4765625,111719.9140625,0,0.0,0.0
2025-08-27 00:25:00+00:00,111749.640625,111749.640625,111647.1484375,111661.6875,0,0.0,0.0
2025-08-27 00:30:00+00:00,111644.1953125,111701.21875,111644.1953125,111701.21875,0,0.0,0.0
2025-08-27 00:35:00+00:00,111636.25,111771.8046875,111636.25,111771.8046875,0,0.0,0.0
2025-08-27 00:40:00+00:00,111774.5625,111774.5625,111687.3359375,111688.6640625,0,0.0,0.0
2025-08-27 00:45:00+00:00,111628.6484375,111628.6484375,111484.0703125,111484.0703125,0,0.0,0.0
2025-08-27 00:50:00+00:00,111430.1640625,111453.8125,111416.0078125,111449.6171875,200577024,0.0,0.0
2025-08-27 00:55:00+00:00,111390.8984375,111390.8984375,111373.9375,111376.7421875,0,0.0,0.0
2025-08-27 01:00:00+00:00,111370.6328125,111388.4453125,111355.765625,111355.765625,0,0.0,0.0
2025-08-27 01:05:00+00:00,111329.3359375,111359.6953125,111329.3359375,111359.6953125,0,0.0,0.0
2025-08-27 01:10:00+00:00,111394.21875,111464.859375,111394.21875,111464.859375,0,0.0,0.0
2025-08-27 01:15:00+00:00,111408.9921875,111408.9921875,111293.1875,111293.1875,0,0.0,0.0
2025-08-27 01:20:00+00:00,111269.2109375,111269.2109375,111226.578125,111262.1484375,0,0.0,0.0
2025-08-27 01:25:00+00:00,111268.9375,111268.9375,111260.171875,111266.53125,0,0.0,0.0
2025-08-27 01:30:00+00:00,111270.140625,111308.7734375,111262.7734375,111292.421875,436047872,0.0,0.0
2025-08-27 01:35:00+00:00,111292.6171875,111365.3203125,111252.9921875,111252.9921875,1025740800,0.0,0.0
2025-08-27 01:40:00+00:00,111185.1171875,111185.1171875,111128.421875,111128.421875,0,0.0,0.0
2025-08-27 01:45:00+00:00,111144.2734375,111292.203125,111144.2734375,111292.203125,126402560,0.0,0.0
2025-08-27 01:50:00+00:00,111260.1875,111317.125,111260.1875,111313.09375,0,0.0,0.0
2025-08-27 01:55:00+00:00,111257.9296875,111305.421875,111257.9296875,111305.421875,84729856,0.0,0.0
2025-08-27 02:00:00+00:00,111305.6953125,111317.8671875,111221.2890625,111221.2890625,729661440,0.0,0.0
2025-08-27 02:05:00+00:00,111201.890625,111209.1953125,111177.578125,111187.7265625,0,0.0,0.0
2025-08-27 02:10:00+00:00,111153.4296875,111207.7265625,111153.4296875,111190.6328125,10526720,0.0,0.0
2025-08-27 02:15:00+00:00,111182.0234375,111333.3984375,111182.0234375,111302.71875,0,0.0,0.0
2025-08-27 02:20:00+00:00,111290.6484375,111404.2265625,111290.6484375,111404.2265625,0,0.0,0.0
2025-08-27 02:25:00+00:00,111447.7578125,111447.7578125,111387.6484375,111387.6484375,747565056,0.0,0.0
2025-08-27 02:30:00+00:00,111361.6171875,111480.734375,111361.6171875,111434.21875,0,0.0,0.0
2025-08-27 02:35:00+00:00,111411.6328125,111418.2734375,111397.7265625,111397.7265625,2593574912,0.0,0.0
2025-08-27 02:40:00+00:00,111395.21875,111395.21875,111376.2265625,111376.2265625,0,0.0,0.0
2025-08-27 02:45:00+00:00,111371.9921875,111383.390625,111289.578125,111289.578125,1609752576,0.0,0.0
2025-08-27 02:50:00+00:00,111316.3828125,111329.53125,111290.4296875,111290.4296875,0,0.0,0.0
2025-08-27 02:55:00+00:00,111218.109375,111218.109375,111172.4765625,111172.4765625,0,0.0,0.0
2025-08-27 03:00:00+00:00,111172.3359375,111223.5234375,111172.3359375,111223.5234375,0,0.0,0.0
2025-08-27 03:05:00+00:00,111212.8515625,111212.8515625,111123.9453125,111123.9453125,0,0.0,0.0
2025-08-27 03:10:00+00:00,111034.8671875,111044.0390625,111034.8671875,111042.84375,0,0.0,0.0
2025-08-27 03:15:00+00:00,111057.0078125,111101.203125,111057.0078125,111078.453125,0,0.0,0.0
2025-08-27 03:20:00+00:00,111034.609375,111034.609375,110965.984375,110965.984375,1441910784,0.0,0.0
2025-08-27 03:25:00+00:00,110964.9375,110975.28125,110964.9375,110967.8359375,0,0.0,0.0
2025-08-27 03:30:00+00:00,111055.15625,111119.5859375,111054.265625,111119.5859375,2269601792,0.0,0.0
2025-08-27 03:35:00+00:00,111098.2421875,111114.1328125,111065.9375,111087.28125,56504320,0.0,0.0
2025-08-27 03:40:00+00:00,111087.9609375,111207.796875,111087.9609375,111163.8671875,0,0.0,0.0
2025-08-27 03:45:00+00:00,111203.4453125,111500.140625,111203.4453125,111500.140625,186232832,0.0,0.0
2025-08-27 03:50:00+00:00,111627.546875,111699.0,111562.375,111562.375,86077440,0.0,0.0
2025-08-27 03:55:00+00:00,111539.671875,111540.6328125,111481.5078125,111481.5078125,312614912,0.0,0.0
2025-08-27 04:00:00+00:00,111449.578125,111526.1796875,111440.6640625,111526.1796875,0,0.0,0.0
2025-08-27 04:05:00+00:00,111531.09375,111689.1328125,111531.09375,111676.1953125,0,0.0,0.0
2025-08-27 04:10:00+00:00,111634.3984375,111634.3984375,111533.984375,111568.9140625,346906624,0.0,0.0
2025-08-27 04:15:00+00:00,111535.1875,111608.921875,111535.1875,111575.546875,0,0.0,0.0
2025-08-27 04:20:00+00:00,111507.203125,111551.8984375,111507.203125,111516.40625,0,0.0,0.0
2025-08-27 04:25:00+00:00,111479.84375,111479.84375,111447.4453125,111448.0546875,0,0.0,0.0
2025-08-27 04:30:00+00:00,111453.375,111571.640625,111453.375,111565.9765625,1031626752,0.0,0.0
2025-08-27 04:35:00+00:00,111563.5078125,111601.6015625,111563.5078125,111592.8046875,0,0.0,0.0
2025-08-27 04:40:00+00:00,111615.765625,111658.3359375,111549.2734375,111549.2734375,73592832,0.0,0.0
2025-08-27 04:45:00+00:00,111575.078125,111684.96875,111575.078125,111684.96875,23339008,0.0,0.0
2025-08-27 04:50:00+00:00,111658.6875,111658.6875,111594.6484375,111594.6484375,0,0.0,0.0
2025-08-27 04:55:00+00:00,111558.6640625,111614.9921875,111558.1796875,111614.9921875,0,0.0,0.0
2025-08-27 05:00:00+00:00,111580.609375,111580.609375,111524.03125,111524.03125,59514880,0.0,0.0
2025-08-27 05:05:00+00:00,111479.5,111494.9609375,111432.7109375,111494.9609375,0,0.0,0.0
2025-08-27 05:10:00+00:00,111482.953125,111593.6015625,111482.953125,111593.6015625,750280704,0.0,0.0
2025-08-27 05:15:00+00:00,111589.984375,111645.75,111498.8125,111498.8125,139186176,0.0,0.0
2025-08-27 05:20:00+00:00,111497.140625,111542.8125,111494.21875,111542.8125,0,0.0,0.0
2025-08-27 05:25:00+00:00,111469.2734375,111470.5390625,111392.46875,111392.46875,19197952,0.0,0.0
2025-08-27 05:30:00+00:00,111384.8828125,111439.75,111384.8828125,111401.1328125,36417536,0.0,0.0
2025-08-27 05:35:00+00:00,111433.8046875,111473.9609375,111393.265625,111395.6484375,18550784,0.0,0.0
2025-08-27 05:40:00+00:00,111371.40625,111398.5390625,111347.015625,111398.5390625,0,0.0,0.0
2025-08-27 05:45:00+00:00,111409.5078125,111409.5078125,111369.8515625,111386.9609375,0,0.0,0.0
2025-08-27 05:50:00+00:00,111408.15625,111408.15625,111379.421875,111405.34375,11800576,0.0,0.0
2025-08-27 05:55:00+00:00,111394.796875,111394.796875,111356.59375,111367.6640625,0,0.0,0.0
2025-08-27 06:00:00+00:00,111382.8671875,111382.8671875,111327.5078125,111327.5078125,0,0.0,0.0
2025-08-27 06:05:00+00:00,111304.15625,111330.9609375,111292.046875,111323.4921875,0,0.0,0.0
2025-08-27 06:10:00+00:00,111304.140625,111317.3125,111289.0078125,111289.0078125,0,0.0,0.0
2025-08-27 06:15:00+00:00,111289.0625,111330.46875,111273.21875,111273.21875,1050583040,0.0,0.0
2025-08-27 06:20:00+00:00,111215.015625,111233.1796875,111210.3984375,111216.1015625,0,0.0,0.0
2025-08-27 06:25:00+00:00,111244.3515625,111334.0859375,111244.3515625,111310.8046875,797212672,0.0,0.0
2025-08-27 06:30:00+00:00,111284.8046875,111288.9140625,111277.421875,111277.421875,0,0.0,0.0
2025-08-27 06:35:00+00:00,111292.890625,111292.890625,111230.6875,111233.8515625,376229888,0.0,0.0
2025-08-27 06:40:00+00:00,111168.2578125,111168.2578125,111134.8515625,111143.5078125,0,0.0,0.0
2025-08-27 06:45:00+00:00,111147.2265625,111147.2265625,111110.703125,111120.8046875,69890048,0.0,0.0
2025-08-27 06:50:00+00:00,111116.625,111116.625,111070.15625,111070.15625,0,0.0,0.0
2025-08-27 06:55:00+00:00,111096.9765625,111096.9765625,111041.0859375,111041.0859375,0,0.0,0.0
2025-08-27 07:00:00+00:00,111049.234375,111100.0703125,111049.234375,111050.1640625,969117696,0.0,0.0
2025-08-27 07:05:00+00:00,111028.7578125,111066.125,111028.7578125,111054.4453125,0,0.0,0.0
2025-08-27 07:10:00+00:00,111039.3046875,111041.9140625,111039.3046875,111041.3515625,1010978816,0.0,0.0
2025-08-27 07:15:00+00:00,111039.8984375,111039.8984375,110893.1640625,110893.1640625,0,0.0,0.0
2025-08-27 07:20:00+00:00,110876.8671875,110912.3359375,110845.9375,110845.9375,158621696,0.0,0.0
2025-08-27 07:25:00+00:00,110814.6328125,110814.6328125,110733.6875,110794.03125,0,0.0,0.0
2025-08-27 07:30:00+00:00,110831.9453125,110874.9375,110824.4375,110874.9375,507158528,0.0,0.0
2025-08-27 07:35:00+00:00,110924.890625,110924.890625,110839.25,110877.8515625,0,0.0,0.0
2025-08-27 07:40:00+00:00,110851.0234375,110851.0234375,110695.1640625,110745.2109375,0,0.0,0.0
2025-08-27 07:45:00+00:00,110721.8125,110825.8125,110721.8125,110825.8125,1137299456,0.0,0.0
2025-08-27 07:50:00+00:00,110723.828125,110734.953125,110689.984375,110734.953125,0,0.0,0.0
2025-08-27 07:55:00+00:00,110717.0,110717.0,110669.53125,110675.125,0,0.0,0.0
2025-08-27 08:00:00+00:00,110809.140625,110814.359375,110799.421875,110799.421875,1496809472,0.0,0.0
2025-08-27 08:05:00+00:00,110761.6328125,110768.9140625,110734.5078125,110768.9140625,0,0.0,0.0
2025-08-27 08:10:00+00:00,110767.328125,110767.328125,110708.5625,110708.5625,0,0.0,0.0
2025-08-27 08:15:00+00:00,110679.1484375,110679.1484375,110609.828125,110609.828125,0,0.0,0.0
2025-08-27 08:20:00+00:00,110611.0,110672.03125,110611.0,110661.75,629477376,0.0,0.0
2025-08-27 08:25:00+00:00,110682.1875,110682.1875,110607.625,110607.625,495038464,0.0,0.0
2025-08-27 08:30:00+00:00,110583.75,110591.2265625,110540.2734375,110540.2734375,0,0.0,0.0
2025-08-27 08:35:00+00:00,110533.8828125,110601.28125,110533.8828125,110569.8203125,0,0.0,0.0
2025-08-27 08:40:00+00:00,110566.71875,110568.1640625,110529.2734375,110529.2734375,207331328,0.0,0.0
2025-08-27 08:45:00+00:00,110535.2109375,110549.0234375,110467.1171875,110467.1171875,69804032,0.0,0.0
2025-08-27 08:50:00+00:00,110485.703125,110610.4765625,110485.703125,110610.4765625,0,0.0,0.0
2025-08-27 08:55:00+00:00,110606.3203125,110742.8359375,110606.3203125,110742.8359375,1971511296,0.0,0.0
2025-08-27 09:00:00+00:00,110738.5390625,110773.90625,110738.5390625,110773.90625,0,0.0,0.0
